1, 2017, 21, 213
1, 2017, 22, 158
1, 2017, 23, 94
1, 2017, 24, 42
1, 2017, 25, 56
1, 2017, 26, 143
1, 2017, 27, 75
1, 2017, 28, 123
1, 2017, 29, 128
1, 2017, 30, 75
1, 2017, 31, 73
1, 2017, 32, 75
1, 2017, 33, 16
2, 2011, 39, 1
2, 2011, 44, 1
2, 2011, 46, 6
2, 2011, 47, 15
2, 2011, 48, 2
2, 2011, 50, 38
2, 2011, 51, 38
2, 2011, 52, 160
2, 2012, 1, 339
2, 2012, 2, 42
2, 2012, 3, 4
2, 2012, 4, 8
2, 2012, 5, 112
2, 2012, 6, 8
2, 2012, 7, 35
2, 2012, 8, 1
2, 2012, 9, 14
2, 2012, 10, 45
2, 2012, 11, 48
2, 2012, 12, 43
2, 2012, 13, 38
2, 2012, 14, 82
2, 2012, 15, 7
2, 2012, 16, 13
2, 2012, 17, 21
2, 2012, 18, 11
2, 2012, 19, 17
2, 2012, 20, 12
2, 2012, 21, 9
2, 2012, 22, 25
2, 2012, 23, 11
2, 2012, 24, 17
2, 2012, 25, 14
2, 2012, 26, 5
2, 2012, 27, 65
2, 2012, 29, 1
2, 2012, 30, 2
2, 2012, 31, 2
2, 2012, 35, 14
2, 2012, 36, 5
2, 2012, 37, 37
2, 2012, 38, 64
2, 2012, 39, 223
2, 2012, 40, 20
2, 2012, 41, 3
2, 2012, 42, 23
2, 2012, 43, 12
2, 2012, 44, 26
2, 2012, 45, 64
2, 2012, 46, 37
2, 2012, 47, 51
2, 2012, 48, 36
2, 2012, 49, 20
2, 2012, 50, 3
2, 2012, 51, 2
2, 2013, 3, 2
2, 2013, 4, 8
2, 2013, 5, 53
2, 2013, 6, 60
2, 2013, 7, 107
2, 2013, 8, 67
2, 2013, 9, 82
2, 2013, 10, 85
2, 2013, 11, 69
2, 2013, 12, 319
2, 2013, 13, 154
2, 2013, 15, 42
2, 2013, 14, 56
2, 2013, 16, 17
2, 2013, 17, 38
2, 2013, 18, 14
2, 2013, 19, 18
2, 2013, 20, 16
2, 2013, 21, 27
2, 2013, 22, 50
2, 2013, 23, 22
2, 2013, 24, 39
2, 2013, 25, 297
2, 2013, 26, 2
2, 2013, 27, 20
2, 2013, 28, 25
2, 2013, 29, 5
2, 2013, 30, 10
2, 2013, 31, 30
2, 2013, 32, 165
2, 2013, 33, 9
2, 2013, 34, 11
2, 2013, 35, 44
2, 2013, 36, 29
2, 2013, 37, 81
2, 2013, 38, 97
2, 2013, 39, 187
2, 2013, 40, 363
2, 2013, 41, 85
2, 2013, 43, 259
2, 2013, 42, 64
2, 2013, 44, 39
2, 2013, 45, 17
2, 2013, 46, 24
2, 2013, 47, 127
2, 2013, 48, 116
2, 2013, 49, 86
2, 2013, 50, 51
2, 2013, 51, 94
2, 2013, 52, 206
2, 2014, 1, 45
2, 2014, 2, 96
2, 2014, 3, 120
2, 2014, 4, 351
2, 2014, 5, 110
2, 2014, 6, 89
2, 2014, 7, 198
2, 2014, 8, 84
2, 2014, 9, 113
2, 2014, 10, 84
2, 2014, 11, 77
2, 2014, 12, 35
2, 2014, 13, 93
2, 2014, 14, 135
2, 2014, 15, 60
2, 2014, 16, 55
2, 2014, 17, 108
2, 2014, 18, 220
2, 2014, 19, 78
2, 2014, 20, 30
2, 2014, 21, 87
2, 2014, 22, 66
2, 2014, 23, 170
2, 2014, 24, 29
2, 2014, 25, 188
2, 2014, 26, 27
2, 2014, 27, 89
2, 2014, 28, 10
2, 2014, 29, 32
2, 2014, 30, 84
2, 2014, 31, 10
2, 2014, 32, 47
2, 2014, 33, 59
2, 2014, 34, 161
2, 2014, 35, 194
2, 2014, 36, 34
2, 2014, 41, 24
2, 2014, 37, 54
2, 2014, 38, 203
2, 2014, 39, 392
2, 2014, 40, 390
2, 2014, 42, 36
2, 2014, 43, 142
2, 2014, 44, 118
2, 2014, 45, 53
2, 2014, 46, 55
2, 2014, 47, 170
2, 2014, 48, 155
2, 2014, 49, 70
2, 2014, 50, 53
2, 2014, 51, 230
2, 2014, 52, 463
2, 2015, 1, 190
2, 2015, 2, 277
2, 2015, 3, 92
2, 2015, 4, 204
2, 2015, 5, 118
2, 2015, 6, 109
2, 2015, 8, 134
2, 2015, 7, 68
2, 2015, 9, 111
2, 2015, 10, 146
2, 2015, 11, 122
2, 2015, 12, 82
2, 2015, 13, 152
2, 2015, 14, 282
2, 2015, 15, 165
2, 2015, 16, 81
2, 2015, 17, 129
2, 2015, 18, 127
2, 2015, 19, 72
2, 2015, 20, 247
2, 2015, 21, 222
2, 2015, 22, 341
2, 2015, 23, 131
2, 2015, 24, 88
2, 2015, 25, 194
2, 2015, 26, 56
2, 2015, 27, 32
2, 2015, 28, 7
2, 2015, 29, 16
2, 2015, 30, 52
2, 2015, 31, 1
2, 2015, 32, 6
2, 2015, 33, 10
2, 2015, 34, 43
2, 2015, 35, 106
2, 2015, 36, 95
2, 2015, 37, 102
2, 2015, 38, 420
2, 2015, 39, 268
2, 2015, 41, 149
2, 2015, 40, 108
2, 2015, 42, 192
2, 2015, 43, 88
2, 2015, 44, 197
2, 2015, 45, 174
2, 2015, 46, 89
2, 2015, 47, 236
2, 2015, 50, 225
2, 2015, 51, 112
2, 2015, 48, 221
2, 2015, 49, 119
2, 2015, 52, 353
2, 2016, 1, 58
2, 2016, 2, 98
2, 2016, 3, 275
2, 2016, 4, 39
2, 2016, 5, 320
2, 2016, 6, 106
2, 2016, 7, 85
2, 2016, 8, 118
2, 2016, 9, 95
2, 2016, 10, 106
2, 2016, 11, 238
2, 2016, 12, 602
2, 2016, 13, 146
2, 2016, 14, 296
2, 2016, 15, 116
2, 2016, 16, 171
2, 2016, 17, 220
2, 2016, 18, 53
2, 2016, 19, 68
2, 2016, 20, 160
2, 2016, 21, 92
2, 2016, 22, 118
2, 2016, 23, 110
2, 2016, 24, 239
2, 2016, 25, 257
2, 2016, 26, 76
2, 2016, 27, 298
2, 2016, 28, 80
2, 2016, 29, 73
2, 2016, 30, 90
2, 2016, 31, 110
2, 2016, 32, 12
2, 2016, 33, 11
2, 2016, 34, 13
2, 2016, 35, 79
2, 2016, 36, 55
2, 2016, 37, 125
2, 2016, 38, 178
2, 2016, 39, 135
2, 2016, 40, 144
2, 2016, 41, 90
2, 2016, 42, 50
2, 2016, 43, 53
2, 2016, 44, 78
2, 2016, 45, 139
2, 2016, 46, 117
2, 2016, 47, 95
2, 2016, 48, 140
2, 2016, 50, 112
2, 2016, 49, 369
2, 2016, 51, 180
2, 2016, 52, 275
2, 2017, 1, 44
2, 2017, 2, 78
2, 2017, 3, 232
2, 2017, 4, 130
2, 2017, 5, 323
2, 2017, 6, 171
2, 2017, 7, 44
2, 2017, 8, 118
2, 2017, 9, 179
2, 2017, 11, 131
2, 2017, 10, 268
2, 2017, 12, 183
2, 2017, 13, 99
2, 2017, 14, 191
2, 2017, 15, 148
2, 2017, 16, 191
2, 2017, 17, 259
2, 2017, 18, 138
2, 2017, 19, 100
2, 2017, 20, 256
2, 2017, 21, 177
2, 2017, 22, 126
2, 2017, 23, 129
2, 2017, 24, 128
2, 2017, 25, 205
2, 2017, 26, 110
2, 2017, 27, 127
2, 2017, 28, 64
2, 2017, 29, 37
2, 2017, 30, 72
2, 2017, 31, 1
2, 2017, 32, 10
2, 2017, 33, 7
3, 2015, 22, 2
3, 2015, 23, 9559
3, 2015, 24, 3042
3, 2015, 25, 154
3, 2016, 17, 8
3, 2016, 18, 8
3, 2016, 19, 8
3, 2016, 20, 8
3, 2016, 21, 28
3, 2016, 22, 22
3, 2016, 23, 7290
3, 2016, 24, 2775
3, 2016, 25, 131
3, 2017, 18, 45
3, 2017, 19, 54
3, 2017, 20, 41
3, 2017, 21, 63
3, 2017, 22, 32
4, 2016, 12, 351
4, 2016, 13, 122
4, 2016, 14, 175
4, 2016, 15, 131
4, 2016, 16, 299
4, 2016, 17, 68
4, 2016, 18, 240
4, 2016, 19, 73
4, 2016, 20, 36
4, 2016, 21, 86
4, 2016, 22, 20
4, 2016, 23, 86
4, 2016, 24, 29
4, 2016, 25, 12
4, 2016, 26, 47
4, 2013, 47, 204
4, 2013, 48, 235
4, 2013, 49, 150
4, 2013, 51, 162
4, 2014, 0, 79
4, 2014, 1, 85
4, 2014, 2, 108
4, 2014, 3, 138
4, 2015, 39, 226
4, 2015, 40, 307
4, 2015, 41, 308
4, 2015, 42, 312
4, 2015, 43, 249
4, 2015, 44, 157
4, 2015, 45, 257
4, 2015, 46, 174
4, 2015, 47, 297
4, 2015, 48, 247
4, 2015, 49, 254
4, 2012, 37, 155
4, 2012, 38, 178
4, 2012, 39, 180
4, 2012, 40, 200
4, 2012, 41, 207
4, 2012, 42, 138
4, 2012, 43, 175
4, 2012, 44, 224
4, 2012, 45, 156
4, 2014, 6, 175
4, 2014, 9, 93
4, 2014, 10, 153
4, 2014, 11, 142
4, 2014, 12, 107
4, 2013, 1, 87
4, 2013, 2, 95
4, 2013, 6, 101
4, 2013, 3, 154
4, 2014, 21, 61
4, 2014, 23, 75
4, 2014, 24, 76
4, 2015, 28, 52
4, 2015, 29, 55
4, 2015, 33, 199
4, 2015, 34, 361
4, 2015, 35, 273
4, 2014, 41, 225
4, 2014, 42, 191
4, 2014, 43, 344
4, 2014, 44, 243
4, 2014, 46, 183
4, 2014, 47, 177
4, 2014, 48, 116
4, 2014, 49, 232
4, 2014, 17, 136
4, 2014, 20, 72
4, 2014, 22, 103
4, 2014, 25, 69
4, 2015, 50, 279
4, 2015, 51, 210
4, 2015, 52, 205
4, 2016, 1, 239
4, 2016, 2, 157
4, 2016, 3, 163
4, 2015, 18, 150
4, 2015, 19, 201
4, 2015, 20, 66
4, 2015, 22, 62
4, 2015, 23, 78
4, 2015, 24, 55
4, 2015, 25, 125
4, 2015, 26, 62
4, 2015, 27, 80
4, 2015, 30, 68
4, 2015, 31, 62
4, 2015, 32, 72
4, 2015, 37, 202
4, 2015, 38, 210
4, 2015, 10, 166
4, 2015, 11, 124
4, 2015, 12, 204
4, 2015, 13, 143
4, 2015, 14, 254
4, 2015, 15, 336
4, 2015, 16, 172
4, 2015, 17, 133
4, 2016, 5, 93
4, 2016, 6, 143
4, 2016, 7, 193
4, 2016, 9, 236
4, 2013, 22, 7
4, 2013, 23, 15
4, 2013, 27, 14
4, 2013, 28, 13
4, 2013, 29, 11
4, 2013, 30, 22
4, 2013, 34, 117
4, 2013, 35, 76
4, 2013, 36, 141
4, 2013, 37, 102
4, 2012, 24, 3
4, 2012, 25, 29
4, 2012, 26, 68
4, 2012, 27, 36
4, 2012, 28, 33
4, 2012, 29, 25
4, 2012, 30, 40
4, 2012, 31, 34
4, 2012, 32, 45
4, 2012, 33, 64
4, 2012, 34, 152
4, 2014, 45, 235
4, 2015, 1, 161
4, 2015, 3, 176
4, 2015, 5, 237
4, 2015, 6, 70
4, 2015, 7, 165
4, 2015, 8, 216
4, 2015, 9, 242
4, 2014, 52, 197
4, 2015, 2, 116
4, 2014, 26, 42
4, 2014, 29, 51
4, 2014, 32, 53
4, 2014, 34, 165
4, 2014, 35, 188
4, 2014, 37, 194
4, 2014, 38, 104
4, 2014, 39, 143
4, 2014, 40, 174
4, 2012, 35, 162
4, 2012, 46, 82
4, 2012, 47, 154
4, 2012, 48, 219
4, 2015, 36, 200
4, 2013, 38, 131
4, 2013, 41, 75
4, 2013, 42, 166
4, 2013, 43, 232
4, 2013, 44, 235
4, 2013, 50, 157
4, 2014, 4, 146
4, 2014, 5, 155
4, 2014, 7, 69
4, 2014, 8, 97
4, 2014, 30, 130
4, 2014, 33, 123
4, 2014, 36, 184
4, 2014, 15, 188
4, 2014, 19, 53
4, 2014, 16, 108
4, 2013, 31, 29
4, 2013, 9, 173
4, 2013, 10, 258
4, 2013, 32, 18
4, 2013, 33, 62
4, 2013, 39, 188
4, 2013, 40, 233
4, 2013, 45, 189
4, 2012, 49, 176
4, 2012, 50, 138
4, 2012, 51, 128
4, 2012, 52, 107
4, 2012, 53, 37
4, 2014, 13, 115
4, 2014, 14, 88
4, 2013, 46, 123
4, 2016, 4, 104
4, 2016, 8, 240
4, 2016, 10, 180
4, 2012, 36, 114
4, 2013, 4, 206
4, 2013, 5, 113
4, 2013, 7, 205
4, 2013, 8, 249
4, 2013, 11, 219
4, 2013, 12, 234
4, 2013, 13, 277
4, 2013, 21, 150
4, 2013, 24, 12
4, 2013, 25, 30
4, 2013, 26, 11
4, 2013, 14, 243
4, 2014, 27, 35
4, 2014, 28, 28
4, 2014, 31, 78
4, 2014, 18, 107
4, 2014, 50, 155
4, 2015, 4, 146
4, 2016, 11, 318
4, 2015, 21, 82
4, 2014, 51, 139
4, 2013, 15, 68
4, 2013, 18, 38
4, 2013, 19, 48
4, 2013, 20, 26
4, 2013, 16, 86
4, 2013, 17, 76
4, 2012, 23, 3
4, 2016, 27, 23
4, 2016, 28, 72
4, 2016, 29, 25
4, 2016, 30, 47
4, 2016, 31, 35
4, 2016, 32, 39
4, 2016, 33, 40
4, 2016, 34, 86
4, 2016, 35, 172
4, 2016, 36, 222
4, 2016, 37, 150
4, 2016, 38, 136
4, 2016, 39, 146
4, 2016, 40, 207
4, 2016, 41, 258
4, 2016, 42, 185
4, 2016, 43, 405
4, 2016, 44, 316
4, 2016, 45, 203
4, 2016, 46, 369
4, 2016, 47, 271
4, 2016, 51, 253
4, 2016, 48, 839
4, 2016, 50, 419
4, 2016, 49, 329
4, 2016, 52, 414
4, 2017, 1, 332
4, 2017, 2, 266
4, 2017, 3, 359
4, 2017, 4, 217
4, 2017, 5, 296
4, 2017, 6, 275
4, 2017, 7, 188
4, 2017, 8, 121
4, 2017, 9, 143
4, 2017, 10, 395
4, 2017, 11, 370
4, 2017, 12, 471
4, 2017, 13, 229
4, 2017, 14, 602
4, 2017, 15, 162
4, 2017, 16, 269
4, 2017, 17, 204
4, 2017, 18, 150
4, 2017, 19, 204
4, 2017, 20, 125
4, 2017, 21, 96
4, 2017, 22, 177
4, 2017, 23, 96
4, 2017, 24, 167
4, 2017, 25, 330
4, 2017, 26, 85
4, 2017, 27, 64
4, 2017, 28, 259
4, 2017, 29, 164
4, 2017, 30, 135
4, 2017, 31, 99
4, 2017, 32, 100
4, 2017, 33, 65
5, 2017, 23, 259
5, 2017, 24, 202
5, 2017, 25, 147
5, 2017, 26, 63
5, 2017, 27, 32
5, 2016, 51, 256
5, 2016, 52, 417
5, 2017, 1, 265
5, 2017, 2, 291
5, 2017, 3, 750
5, 2017, 4, 298
5, 2017, 5, 234
5, 2017, 11, 240
5, 2017, 12, 370
5, 2017, 13, 298
5, 2017, 14, 170
5, 2017, 15, 397
5, 2017, 16, 149
5, 2017, 17, 274
5, 2016, 2, 281
5, 2016, 3, 725
5, 2016, 4, 436
5, 2016, 7, 220
5, 2016, 8, 382
5, 2016, 9, 448
5, 2016, 5, 318
5, 2016, 6, 444
5, 2016, 10, 267
5, 2016, 11, 261
5, 2016, 12, 291
5, 2015, 37, 118
5, 2015, 38, 255
5, 2015, 39, 311
5, 2015, 40, 242
5, 2015, 41, 305
5, 2015, 42, 280
5, 2015, 43, 235
5, 2015, 44, 198
5, 2015, 45, 188
5, 2015, 46, 362
5, 2015, 47, 730
5, 2015, 48, 400
5, 2015, 49, 421
5, 2015, 50, 338
5, 2015, 51, 342
5, 2015, 52, 516
5, 2016, 1, 576
5, 2016, 13, 89
5, 2016, 14, 150
5, 2016, 15, 76
5, 2016, 16, 105
5, 2016, 17, 145
5, 2016, 18, 228
5, 2016, 45, 228
5, 2016, 47, 723
5, 2016, 48, 395
5, 2016, 49, 414
5, 2017, 7, 183
5, 2017, 9, 256
5, 2017, 10, 315
5, 2016, 24, 291
5, 2016, 25, 63
5, 2016, 26, 172
5, 2016, 27, 19
5, 2016, 28, 122
5, 2016, 30, 56
5, 2016, 31, 86
5, 2016, 32, 94
5, 2016, 34, 146
5, 2016, 35, 187
5, 2016, 36, 550
5, 2016, 37, 133
5, 2016, 38, 150
5, 2016, 39, 150
5, 2015, 35, 659
5, 2015, 36, 367
5, 2016, 43, 279
5, 2016, 46, 306
5, 2017, 18, 114
5, 2017, 19, 285
5, 2017, 20, 141
5, 2017, 21, 115
5, 2017, 22, 318
5, 2016, 19, 412
5, 2016, 21, 129
5, 2017, 6, 236
5, 2017, 8, 125
5, 2016, 40, 365
5, 2016, 41, 236
5, 2016, 42, 225
5, 2016, 44, 255
5, 2016, 22, 89
5, 2016, 50, 296
5, 2016, 20, 54
5, 2016, 23, 98
5, 2016, 29, 63
5, 2015, 34, 76
5, 2016, 33, 55
5, 2017, 28, 33
5, 2017, 29, 41
5, 2017, 30, 147
5, 2017, 31, 116
5, 2017, 32, 85
5, 2017, 33, 28
6, 2016, 36, 112
6, 2016, 37, 479
6, 2016, 38, 307
6, 2016, 39, 404
6, 2016, 40, 393
6, 2016, 43, 470
6, 2016, 41, 292
6, 2016, 42, 263
6, 2016, 44, 539
6, 2016, 46, 469
6, 2016, 51, 230
6, 2016, 45, 504
6, 2016, 47, 515
6, 2016, 48, 271
6, 2016, 49, 411
6, 2016, 50, 212
6, 2016, 52, 117
6, 2017, 1, 201
6, 2017, 2, 292
6, 2017, 3, 516
6, 2017, 4, 562
6, 2017, 5, 500
6, 2017, 6, 499
6, 2017, 7, 331
6, 2017, 8, 300
6, 2017, 11, 337
6, 2017, 9, 343
6, 2017, 10, 510
6, 2017, 14, 165
6, 2017, 12, 236
6, 2017, 13, 218
6, 2017, 15, 295
6, 2017, 19, 248
6, 2017, 16, 272
6, 2017, 18, 203
6, 2017, 17, 210
6, 2017, 20, 578
6, 2017, 21, 214
6, 2017, 22, 210
6, 2017, 23, 256
6, 2017, 24, 203
6, 2017, 25, 152
6, 2017, 26, 161
6, 2017, 27, 227
6, 2017, 28, 184
6, 2017, 29, 66
6, 2017, 30, 114
6, 2017, 31, 127
6, 2017, 32, 201
6, 2017, 33, 54
7, 2015, 49, 901
7, 2015, 50, 1024
7, 2015, 51, 799
7, 2015, 52, 558
7, 2016, 1, 1192
7, 2013, 38, 740
7, 2013, 42, 714
7, 2014, 4, 1443
7, 2014, 17, 587
7, 2014, 19, 371
7, 2015, 31, 292
7, 2015, 32, 321
7, 2015, 33, 405
7, 2015, 34, 529
7, 2015, 35, 684
7, 2015, 36, 747
7, 2015, 37, 714
7, 2015, 38, 1324
7, 2015, 39, 1088
7, 2015, 40, 978
7, 2015, 41, 586
7, 2015, 42, 1319
7, 2015, 43, 744
7, 2016, 38, 879
7, 2015, 48, 835
7, 2016, 7, 866
7, 2016, 8, 352
7, 2013, 30, 47
7, 2013, 31, 158
7, 2013, 32, 144
7, 2013, 33, 233
7, 2013, 34, 559
7, 2013, 35, 379
7, 2013, 36, 484
7, 2013, 37, 586
7, 2013, 39, 572
7, 2013, 40, 843
7, 2013, 41, 459
7, 2014, 31, 223
7, 2014, 32, 773
7, 2014, 33, 383
7, 2014, 34, 746
7, 2014, 35, 972
7, 2014, 42, 781
7, 2014, 37, 867
7, 2014, 38, 1339
7, 2014, 36, 795
7, 2014, 43, 477
7, 2014, 39, 756
7, 2014, 40, 780
7, 2014, 41, 715
7, 2015, 11, 897
7, 2015, 15, 744
7, 2015, 16, 572
7, 2015, 17, 781
7, 2015, 18, 325
7, 2015, 13, 756
7, 2015, 14, 697
7, 2015, 19, 207
7, 2015, 20, 295
7, 2015, 21, 642
7, 2015, 22, 740
7, 2015, 23, 451
7, 2015, 24, 800
7, 2013, 48, 617
7, 2014, 2, 1035
7, 2016, 47, 980
7, 2016, 48, 785
7, 2016, 49, 615
7, 2016, 50, 1042
7, 2016, 51, 589
7, 2016, 52, 320
7, 2017, 1, 633
7, 2017, 2, 552
7, 2017, 3, 465
7, 2017, 4, 812
7, 2017, 5, 641
7, 2017, 6, 606
7, 2017, 7, 676
7, 2017, 8, 777
7, 2017, 9, 701
7, 2016, 11, 9007199254740992
7, 2016, 14, 532
7, 2016, 15, 811
7, 2016, 16, 551
7, 2016, 17, 852
7, 2016, 19, 570
7, 2016, 20, 594
7, 2016, 21, 268
7, 2015, 46, 905
7, 2015, 47, 2245
7, 2016, 10, 897
7, 2016, 12, 632
7, 2016, 13, 358
7, 2015, 30, 328
7, 2015, 44, 1114
7, 2015, 45, 1032
7, 2014, 15, 519
7, 2015, 9, 465
7, 2016, 2, 564
7, 2016, 5, 720
7, 2016, 18, NaN
7, 2015, 1, 736
7, 2015, 2, 554
7, 2015, 3, 579
7, 2015, 4, 686
7, 2015, 5, 590
7, 2015, 6, 468
7, 2016, 34, 813
7, 2016, 35, 687
7, 2016, 36, 866
7, 2016, 39, 535
7, 2016, 40, 809
7, 2016, 41, 697
7, 2015, 7, 481
7, 2015, 8, 557
7, 2016, 26, 290
7, 2016, 29, 168
7, 2016, 33, 250
7, 2016, 37, 984
7, 2016, 42, 597
7, 2016, 43, 595
7, 2016, 44, 452
7, 2016, 46, 397
7, 2014, 48, 558
7, 2016, 45, 490
7, 2017, 12, 572
7, 2017, 21, 478
7, 2017, 22, 240
7, 2017, 23, 298
7, 2017, 24, 505
7, 2014, 28, 315
7, 2014, 29, 301
7, 2014, 30, 259
7, 2014, 44, 548
7, 2014, 45, 927
7, 2014, 46, 851
7, 2014, 47, 612
7, 2014, 49, 667
7, 2014, 50, 839
7, 2014, 51, 609
7, 2014, 52, 499
7, 2014, 0, 437
7, 2014, 3, 781
7, 2015, 27, 210
7, 2015, 29, 211
7, 2016, 24, 556
7, 2016, 27, 824
7, 2016, 31, 155
7, 2016, 32, 197
7, 2014, 16, null
7, 2014, 25, 322
7, 2014, 18, 596
7, 2013, 43, 523
7, 2013, 44, 736
7, 2013, 45, 419
7, 2013, 46, 500
7, 2013, 47, 582
7, 2013, 49, 428
7, 2015, 25, 416
7, 2015, 26, 274
7, 2015, 28, 406
7, 2014, 27, 278
7, 2014, 6, 657
7, 2014, 7, 416
7, 2014, 8, 651
7, 2014, 9, 631
7, 2014, 10, 522
7, 2014, 11, 485
7, 2014, 12, 566
7, 2014, 13, 259
7, 2014, 14, 374
7, 2014, 1, 773
7, 2014, 5, 732
7, 2016, 3, 1194
7, 2016, 4, 865
7, 2016, 6, 1118
7, 2016, 9, 730
7, 2017, 10, 619
7, 2017, 11, 627
7, 2017, 13, 662
7, 2017, 14, 781
7, 2017, 15, 777
7, 2017, 17, 947
7, 2017, 18, 243
7, 2017, 19, 360
7, 2017, 20, 243
7, 2017, 16, 624
7, 2015, 10, 486
7, 2015, 12, 613
7, 2013, 50, 643
7, 2014, 20, 454
7, 2014, 22, 361
7, 2014, 23, 566
7, 2014, 24, 232
7, 2017, 25, 330
7, 2017, 26, 190
7, 2017, 27, 188
7, 2016, 22, 421
7, 2016, 23, 430
7, 2016, 25, 210
7, 2013, 51, 516
7, 2014, 21, 902
7, 2016, 30, 170
7, 2016, 28, 428
7, 2014, 26, 412
7, 2013, 29, 2
7, 2017, 29, 263
7, 2017, 30, 228
7, 2017, 31, 166
7, 2017, 32, 242
7, 2017, 33, 267
8, 2015, 16, 943
8, 2015, 17, 693
8, 2015, 18, 216
8, 2015, 22, 2
8, 2016, 16, 1142
8, 2016, 17, 1064
8, 2016, 18, 549
8, 2016, 19, 579
8, 2016, 20, 910
8, 2016, 21, 813
8, 2016, 24, 426
8, 2016, 22, 751
8, 2016, 23, 603
8, 2017, 13, 670
8, 2017, 14, 93
8, 2017, 15, 110
8, 2017, 16, 182
8, 2017, 17, 184
8, 2017, 18, 136
8, 2017, 19, 372
8, 2017, 20, 745
8, 2017, 21, 677
8, 2017, 22, 710
8, 2017, 23, 713
8, 2017, 24, 1151
9, 2015, 24, 17
9, 2015, 25, 14
9, 2015, 26, 21
9, 2015, 27, 21
9, 2015, 28, 22
9, 2015, 29, 20
9, 2015, 30, 29
9, 2015, 31, 27
9, 2015, 32, 30
9, 2015, 33, 28
9, 2015, 34, 21
9, 2015, 35, 54
9, 2015, 36, 41
9, 2015, 37, 60
9, 2015, 38, 45
9, 2015, 39, 77
9, 2015, 40, 29
9, 2015, 41, 48
9, 2015, 42, 16
9, 2015, 43, 72
9, 2015, 44, 51
9, 2015, 45, 67
9, 2015, 46, 31
9, 2015, 47, 41
9, 2015, 48, 69
9, 2015, 49, 62
9, 2015, 50, 30
9, 2015, 51, 28
9, 2015, 52, 39
9, 2015, 53, 49
9, 2015, 54, 23
9, 2015, 55, 10
9, 2015, 56, 16
9, 2015, 57, 119
9, 2015, 58, 20
9, 2015, 59, 19
9, 2016, 8, 24
9, 2016, 9, 65
9, 2016, 10, 56
9, 2016, 11, 135
9, 2016, 12, 96
9, 2016, 13, 262
9, 2016, 14, 82
9, 2016, 15, 48
9, 2016, 16, 78
9, 2016, 17, 29
9, 2016, 18, 38
9, 2016, 19, 81
9, 2016, 20, 72
9, 2016, 21, 59
9, 2016, 22, 71
9, 2016, 23, 61
9, 2016, 24, 57
9, 2016, 25, 54
9, 2016, 26, 36
9, 2016, 27, 67
9, 2016, 28, 43
9, 2016, 29, 125
9, 2016, 30, 74
9, 2016, 31, 159
9, 2016, 32, 234
9, 2016, 33, 71
9, 2016, 34, 71
9, 2016, 35, 87
9, 2016, 36, 57
9, 2016, 37, 39
9, 2016, 38, 73
9, 2016, 39, 118
9, 2016, 40, 70
9, 2016, 41, 62
9, 2016, 42, 40
9, 2016, 43, 49
9, 2016, 44, 78
